athlete_id,country_id,event_id,discipline_id,date,medal_type
1967053,MAR,FBLMTEAM11,FBL,2024-08-08,ME_BRONZE
1967172,MAR,FBLMTEAM11,FBL,2024-08-08,ME_BRONZE
1966721,MAR,FBLMTEAM11,FBL,2024-08-08,ME_BRONZE
1970731,MAR,FBLMTEAM11,FBL,2024-08-08,ME_BRONZE
1966624,MAR,FBLMTEAM11,FBL,2024-08-08,ME_BRONZE
1974721,MAR,FBLMTEAM11,FBL,2024-08-08,ME_BRONZE
1966919,MAR,FBLMTEAM11,FBL,2024-08-08,ME_BRONZE
1566564,MAS,BDMMDOUBLES,BDM,2024-08-04,ME_BRONZE
1566617,MAS,BDMMSINGLES,BDM,2024-08-05,ME_BRONZE
1569961,MAS,BDMMDOUBLES,BDM,2024-08-04,ME_BRONZE
1563437,MDA,JUDM73KG,JUD,2024-07-29,ME_BRONZE
1550295,MDA,CSPMC1-1000M,CSP,2024-08-09,ME_BRONZE
1561138,MDA,JUDM66KG,JUD,2024-07-28,ME_BRONZE
1535429,MEX,ARCWTEAM3,ARC,2024-07-28,ME_BRONZE
1535420,MEX,ARCWTEAM3,ARC,2024-07-28,ME_BRONZE
1536479,MEX,ARCWTEAM3,ARC,2024-07-28,ME_BRONZE
1968845,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1968846,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1972545,NED,SWMM200MBR,SWM,2024-07-31,ME_BRONZE
1972513,NED,SWAWTEAM2,SWA,2024-08-10,ME_BRONZE
1972512,NED,SWAWTEAM2,SWA,2024-08-10,ME_BRONZE
1968856,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1968860,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1970517,NED,SALWFORMKITE,SAL,2024-08-08,ME_BRONZE
1968854,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1968851,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1968850,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1972525,NED,SWMW200MBR,SWM,2024-08-01,ME_BRONZE
1968847,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1968857,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1968853,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1969170,NED,CTRWMADISON,CTR,2024-08-09,ME_BRONZE
1968855,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1969173,NED,CTRWMADISON,CTR,2024-08-09,ME_BRONZE
1968858,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1976879,NED,EQUOJUMPINDV,EQU,2024-08-06,ME_BRONZE
1965599,NED,ROWMSCULL1,ROW,2024-08-03,ME_BRONZE
1970505,NED,SALMIQFOIL,SAL,2024-08-03,ME_BRONZE
1968848,NED,WPOWTEAM7,WPO,2024-08-10,ME_BRONZE
1878635,NOR,WREWFS62KG,WRE,2024-08-10,ME_BRONZE
1878602,NOR,SALWILCA6,SAL,2024-08-07,ME_BRONZE
1878383,NOR,VBVMTEAM2,VBV,2024-08-10,ME_BRONZE
1878386,NOR,VBVMTEAM2,VBV,2024-08-10,ME_BRONZE
1918832,NZL,SALXNACRA17,SAL,2024-08-08,ME_BRONZE
1926998,NZL,ROWWNOCOX4,ROW,2024-08-01,ME_BRONZE
1927007,NZL,ROWWNOCOX4,ROW,2024-08-01,ME_BRONZE
1927003,NZL,ROWWNOCOX4,ROW,2024-08-01,ME_BRONZE
1918835,NZL,SALXNACRA17,SAL,2024-08-08,ME_BRONZE
1926999,NZL,ROWWNOCOX4,ROW,2024-08-01,ME_BRONZE
1944316,PER,SALMILCA7,SAL,2024-08-07,ME_BRONZE
1979904,PHI,BOXW57KG,BOX,2024-08-07,ME_BRONZE
1979870,PHI,BOXW50KG,BOX,2024-08-06,ME_BRONZE
1928530,POL,ROWMSCULL4,ROW,2024-07-31,ME_BRONZE
1928520,POL,ROWMSCULL4,ROW,2024-07-31,ME_BRONZE
1928529,POL,ROWMSCULL4,ROW,2024-07-31,ME_BRONZE
1894217,POL,FENWTEAMEPEE,FEN,2024-07-30,ME_BRONZE
1573098,POL,ATHW400M,ATH,2024-08-09,ME_BRONZE
1563321,POL,CLBWSPEED,CLB,2024-08-07,ME_BRONZE
1894223,POL,FENWTEAMEPEE,FEN,2024-07-30,ME_BRONZE
1894213,POL,FENWTEAMEPEE,FEN,2024-07-30,ME_BRONZE
1894214,POL,FENWTEAMEPEE,FEN,2024-07-30,ME_BRONZE
1931815,POL,TENWSINGLES,TEN,2024-08-02,ME_BRONZE
1928551,POL,ROWMSCULL4,ROW,2024-07-31,ME_BRONZE
1943504,POR,JUDW78KG,JUD,2024-08-01,ME_BRONZE
1980149,PRK,WREWFS53KG,WRE,2024-08-08,ME_BRONZE
1980125,PRK,BOXW54KG,BOX,2024-08-04,ME_BRONZE
1980153,PRK,WREMGR60KG,WRE,2024-08-06,ME_BRONZE
1537183,PUR,ATHW100MHURD,ATH,2024-08-10,ME_BRONZE
1537188,PUR,WREMFS65KG,WRE,2024-08-11,ME_BRONZE
1566681,QAT,ATHMHIGHJUMP,ATH,2024-08-10,ME_BRONZE
1550170,ROU,GARW1APFX,GAR,2024-08-05,ME_BRONZE
1574112,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1888932,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574109,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574106,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1943604,RSA,MTBMXCTRY,MTB,2024-07-29,ME_BRONZE
1574134,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1888936,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574107,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574111,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574118,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574121,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574119,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574108,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1574114,RSA,RU7MTEAM7,RU7,2024-07-27,ME_BRONZE
1535852,SGP,SALMFORMKITE,SAL,2024-08-09,ME_BRONZE
1948402,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948404,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948405,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948407,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948408,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948411,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948413,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948416,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948417,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948418,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948420,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1948421,SRB,BKBMTEAM5,BKB,2024-08-10,ME_BRONZE
1976465,SUI,VBVWTEAM2,VBV,2024-08-09,ME_BRONZE
1976480,SUI,BMXWINDVRACE,BMX,2024-08-02,ME_BRONZE
1976545,SUI,SHOWARW,SHO,2024-07-29,ME_BRONZE
1976556,SUI,ROWMNOCOX2,ROW,2024-08-02,ME_BRONZE
1976570,SUI,VBVWTEAM2,VBV,2024-08-09,ME_BRONZE
1977754,SUI,SWMM200MBA,SWM,2024-08-01,ME_BRONZE
1977804,SUI,ROWMNOCOX2,ROW,2024-08-02,ME_BRONZE
1961080,SVK,CSLMC1,CSL,2024-07-29,ME_BRONZE
1571911,SWE,JUDW48KG,JUD,2024-07-27,ME_BRONZE
1564652,SWE,SALX470,SAL,2024-08-08,ME_BRONZE
1564651,SWE,SALX470,SAL,2024-08-08,ME_BRONZE
1564023,SWE,MTBWXCTRY,MTB,2024-07-28,ME_BRONZE
1898024,THA,WLFW49KG,WLF,2024-08-07,ME_BRONZE
1898283,THA,BOXW66KG,BOX,2024-08-06,ME_BRONZE
1909011,TJK,BOXM92KG,BOX,2024-08-04,ME_BRONZE
1570561,TJK,JUDM81KG,JUD,2024-07-30,ME_BRONZE
1567512,TJK,JUDMO100KG,JUD,2024-08-02,ME_BRONZE
1887975,TPE,BOXW66KG,BOX,2024-08-06,ME_BRONZE
1569563,TPE,WLFW59KG,WLF,2024-08-08,ME_BRONZE
1569852,TPE,SHOMSKM,SHO,2024-08-03,ME_BRONZE
1878037,TPE,GARM1APHB,GAR,2024-08-05,ME_BRONZE
1887970,TPE,BOXW60KG,BOX,2024-08-03,ME_BRONZE
1947736,TUN,TKWM58KG,TKW,2024-08-07,ME_BRONZE
1570546,TUR,WREMFS125KG,WRE,2024-08-10,ME_BRONZE
1570415,TUR,WREWFS68KG,WRE,2024-08-06,ME_BRONZE
1565000,TUR,ARCMTEAM3,ARC,2024-07-29,ME_BRONZE
1566738,TUR,TKWWO67KG,TKW,2024-08-10,ME_BRONZE
1565002,TUR,ARCMTEAM3,ARC,2024-07-29,ME_BRONZE
1565006,TUR,ARCMTEAM3,ARC,2024-07-29,ME_BRONZE
1568204,TUR,BOXW57KG,BOX,2024-08-07,ME_BRONZE
1550116,UKR,WREMGR87KG,WRE,2024-08-08,ME_BRONZE
1571577,UKR,ATHWHIGHJUMP,ATH,2024-08-04,ME_BRONZE
1571563,UKR,ATHMHAMMER,ATH,2024-08-04,ME_BRONZE
1917987,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1917988,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1950366,USA,SALM49ER,SAL,2024-08-02,ME_BRONZE
1908350,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1955300,USA,WREMFS86KG,WRE,2024-08-09,ME_BRONZE
1960588,USA,ATHW200M,ATH,2024-08-06,ME_BRONZE
1954768,USA,BK3WTEAM3,BK3,2024-08-05,ME_BRONZE
1950485,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1944642,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1944646,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1917991,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1908352,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1955345,USA,WREMFS74KG,WRE,2024-08-10,ME_BRONZE
1908353,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1944660,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1917993,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1908354,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1908355,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1950487,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1930782,USA,TENMDOUBLES,TEN,2024-08-03,ME_BRONZE
1908357,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1954736,USA,BK3WTEAM3,BK3,2024-08-05,ME_BRONZE
1950381,USA,SALM49ER,SAL,2024-08-02,ME_BRONZE
1908359,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1944696,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1918000,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1959781,USA,GARMTEAM,GAR,2024-07-29,ME_BRONZE
1908360,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1954738,USA,BK3WTEAM3,BK3,2024-08-05,ME_BRONZE
1944232,USA,SKBMSTREET,SKB,2024-07-29,ME_BRONZE
1908361,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1950602,USA,FENMFOIL,FEN,2024-07-29,ME_BRONZE
1918002,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1918003,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1955645,USA,BOXM71KG,BOX,2024-08-06,ME_BRONZE
1959855,USA,GARMTEAM,GAR,2024-07-29,ME_BRONZE
1955601,USA,ARCXTEAM2,ARC,2024-08-02,ME_BRONZE
1950494,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1960958,USA,ATHM100M,ATH,2024-08-04,ME_BRONZE
1950495,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1955132,USA,CSLWC1,CSL,2024-07-31,ME_BRONZE
1950496,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1917982,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1950498,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1959823,USA,GARMTEAM,GAR,2024-07-29,ME_BRONZE
1955426,USA,WREWFS57KG,WRE,2024-08-09,ME_BRONZE
1944731,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1917153,USA,WLFM61KG,WLF,2024-08-07,ME_BRONZE
1918007,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1965327,USA,ATHM1500M,ATH,2024-08-06,ME_BRONZE
1908365,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1950499,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1944625,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1930801,USA,TENMDOUBLES,TEN,2024-08-03,ME_BRONZE
1944747,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1950500,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1959811,USA,GARMTEAM,GAR,2024-07-29,ME_BRONZE
1950501,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1944757,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1918009,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1950502,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1918011,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1918012,USA,VVOMTEAM6,VVO,2024-08-09,ME_BRONZE
1950504,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1944764,USA,ROWMCOXED8,ROW,2024-08-03,ME_BRONZE
1950505,USA,RU7WTEAM7,RU7,2024-07-30,ME_BRONZE
1930773,USA,TKWW67KG,TKW,2024-08-09,ME_BRONZE
1954785,USA,BK3WTEAM3,BK3,2024-08-05,ME_BRONZE
1908369,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1955590,USA,BKGMINDIVID,BKG,2024-08-10,ME_BRONZE
1950309,USA,CLBMSPEED,CLB,2024-08-08,ME_BRONZE
1908370,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1936001,USA,SWMW400MIM,SWM,2024-07-29,ME_BRONZE
1908371,USA,WPOMTEAM7,WPO,2024-08-11,ME_BRONZE
1562157,UZB,WREMFS57KG,WRE,2024-08-09,ME_BRONZE
1565754,UZB,JUDM100KG,JUD,2024-08-01,ME_BRONZE
1566931,UZB,JUDMO100KG,JUD,2024-08-02,ME_BRONZE
1937531,ZAM,ATHM400M,ATH,2024-08-07,ME_BRONZE
